appId,developerWebsite,privacyPolicy,minInstalls
th.co.truemoney.wallet,http://www.truemoney.com,http://www.truemoney.com/termofservice/,10000000.0
com.froogloid.kring.google.zxing.client.android,http://www.keyringapp.com,http://keyringapp.com/legal,1000000.0
ai.replika.app,https://replika.ai,https://replika.ai/privacy,1000000.0
com.andromo.dev518376.app501079,,https://wallinteractiveapps.blogspot.com/2018/10/privacy-policy-for-wallpapers.html,1000.0
com.rovio.BadPiggies,https://www.rovio.com,https://www.rovio.com/privacy,50000000.0
biz.app4mobile.app_c1b188672d9e450089bf3b5c90cb598b.app,http://deineapp.szene1.at/,http://app4mobilebiz.wpengine.com/swiftic-mobile-app-end-user-privacy-policy.html,1000.0
org.rajman.neshan.traffic.tehran.navigator,http://neshan.org,http://neshan.org/PrivacyPolicy,1000000.0
com.andromo.dev380672.app464546,,https://sites.google.com/view/faqir-illahi/privacy-policy,100000.0
tr.com.tiramisu.driftmaxcity,http://www.tiramisu.com.tr/,https://www.iubenda.com/privacy-policy/89034014,10000000.0
biblelivevideowallpaper.jslwp.com,,https://docs.google.com/document/d/1JkrNjSQp6SHBhvxRdsEGY_oTRtRTkCr5hDIxDkBQv5c/edit,1000.0
com.huawei.health,http://consumer.huawei.com,http://consumer.huawei.com/minisite/privacy-policy/en/index.htm,100000000.0
biz.app4mobile.app_10a0b507124b4905b9f1303fe8f8b5c0.app,http://downtownmorristown.city/,http://app4mobilebiz.wpengine.com/swiftic-mobile-app-end-user-privacy-policy.html,100.0
com.bleedingedge.police.car.chase.crime,http://bleedingedge.studio,https://www.bleedingedge.studio/privacypolicy.html,1000000.0
com.aws.android,https://www.weatherbug.com/,https://www.weatherbug.com/legal/privacy,10000000.0
com.khasaapp.sowarromansiya,,http://khasaapp.blogspot.com/2017/03/privacy-policy.html,1000000.0
com.enflick.android.tn2ndLine,http://www.2ndline.co,https://www.2ndline.co/privacy,5000000.0
com.andromo.dev319867.app437743,,http://forelinkmedia.blogspot.com.ng/2017/02/privacy-policy.html,10000.0
ru.yandex.disk,http://mobile.yandex.ru/disk/,https://yandex.ru/legal/confidential/,10000000.0
eu.bandainamcoent.galagawars,https://namcobandai.zendesk.com/hc/en-us/sections/203052943-Galaga-Wars,https://www.bandainamcoent.eu/privacy-policy?redirect=false&redirectmobile=false,1000000.0
com.usbmis.troposphere.clinad,http://www.clinicaladvisor.com/,http://www.clinicaladvisor.com/privacypolicy/,10000.0
com.andromo.dev468896.app476250,,http://jatenapppsdev.blogspot.com/2018/09/privacy-policy-of-jatenapps-dev.html,50000.0
com.attijariwafabank.main,http://www.attijariwafabank.com,https://attijarinet.attijariwafa.com/particulier/static/securite,1000000.0
com.creative.Learn.to.draw.flowers,,http://creative100.cc/privacy.html,5000000.0
com.andromo.dev421413.app467269,,https://sites.google.com/view/freeappsforall/home,10000.0
apps.kutblog.idiomsandphrases,http://kutblog.com,https://docs.google.com/document/d/1k1qkFe00yHdG1A1ziHcWd-DmHi4ER1qg_F7ikm9sNb0,50000.0
com.BestPhotoEditor.PhotoVideoMaker,,https://bestphotoeditor.wordpress.com/privacy-policy/,1000000.0
com.facetec.zoomlogin,https://zoomlogin.com,https://dev.ZoOmLogin.com/privacy,5000.0
com.videomusic.photoslideshow,,https://sites.google.com/view/smarttools,1000000.0
com.awesomeappsstudios.infiltratingmissileairship,,http://appsmasterbuilder.com/privacy-policy/,100.0
appqueen.horoscope.future,,,5000.0
ru.altarix.mos.pgu,http://dit.mos.ru/apps/,http://dit.mos.ru/apps/privacypolicy,1000000.0
br.com.ubook.ubookapp,http://www.ubook.com,http://www.ubook.com/privacidade,500000.0
com.art.studio.baby.girl.fashion.suit,,https://www.facebook.com/notes/art-studio/privacy-policy/1059041830872662,100000.0
com.application.zomato,http://www.zomato.com,http://www.zomato.com/privacy,50000000.0
com.buzzarab.buzzarab,https://www.buzzarab.com,https://www.buzzarab.com/content/privacy.php,1000000.0
com.cootek.smartinputv5.skin.keyboard_theme_pink_water_sakura,,http://sina.lt/fGP3,500000.0
com.wMuslimDating_6500920,http://habibi.live,http://habibi.live/privacy/,5000.0
com.junesoftware.nazara.cbrace,http://www.nazara.com,http://playservice.nazara.com/service/privacy.html,5000000.0
uk.co.vibetickets.android,http://vibetickets.co.uk,https://www.vibetickets.co.uk/privacy,10000.0
com.snapchat.android,http://www.snap.com,http://www.snapchat.com/privacy,500000000.0
com.lavendrapp.lavendr,http://www.surgeapp.com/,http://www.surgeapp.com/privacy,1000000.0
mk.g6.crackyourscreen,http://gsix.me,http://crackyourscreen.net/privacy/,10000000.0
com.qnap.qfile,http://www.qnap.com/mobile,https://www.qnap.com/privacy,500000.0
cz.destil.settleup,https://settleup.io,https://settleup.io/privacy_policy.html,500000.0
com.atlantisgames.hopgame,http://www.akos-makovics.com,http://akos-makovics.com/privacy_policy.html,1000.0
com.uspstudios.nurseryrhymesworld,http://www.uspstudios.co,https://www.uspstudios.co/privacy_policy_nurseryrhymesworldapp.php,50000.0
com.andromo.dev516441.app481408,,https://sites.google.com/view/tomwilsonapps/home,100.0
rikka.appops,https://t.me/RikkaUserGroup,https://rikka.app/privacy_policy,100000.0
com.tabtale.cradlesong,http://www.tabtale.com/,http://tabtale.com/privacy-policy/,100000.0
com.vividgames.skijumping2012,http://www.kalypsomedia.com,https://www.kalypsomedia.com/privacy-policy,5000000.0
com.npi.wearminilauncher,https://plus.google.com/u/1/communities/117978695237721340523,http://wearminilauncher.com/#privacy,1000000.0
com.MalibuJacks.BlockPartySportsFREE,http://www.malibujacks.net/#!blockpartysports/c1y6h,http://www.malibujacks.net/#!blockpartysports/c1y6h,1000000.0
se.swedbank.mobil,http://www.swedbank.se/mobilbanken,https://www.swedbank.se/privat/digitala-tjanster/mobilbanken/mobilbanken-privat/?contentid=CID_698032#Varf_r_beh_ver_Mobilbanken_ha_tillg_ng_till_olika_funktioner_i_mobilen_eller_iPaden_n_r_jag_laddar_ner_appen_,1000000.0
com.schwans.homeservices,https://www.schwans.com/secure/customerService/contactUs.aspx,http://www.schwans.com/policies/privacy-policy,500000.0
org.malwarebytes.antimalware,https://www.malwarebytes.com/,https://www.malwarebytes.com/privacy/,10000000.0
com.teddynursery.nursery.wheelsonthebus.gabrielurraca,http://entreconsulta.com,http://psicologopedroacosta.com/index.php/component/content/article/2-uncategorised/37-policy?Itemid=101,100000.0
com.grindrapp.android,http://www.grindr.com,http://grindr.com/privacy-policy,10000000.0
bhakti.sagar.durgaji.clock.lwp,,https://bhaktisagarpolicies.wordpress.com/app-privacy-policy/,500.0
biz.app4mobile.app_e3d681b76933494cb455d751c8070ff2.app,http://hamburgerseria.com/,http://app4mobilebiz.wpengine.com/swiftic-mobile-app-end-user-privacy-policy.html,500.0
com.cbi.BibleReader,http://www.chinesebible.org.hk,,100000.0
com.coldfiregames.spaceclicker,http://www.coldfiregames.com,https://www.iubenda.com/privacy-policy/8037777,1000000.0
com.andromo.dev570801.app606924,,https://inspirationalappsworld.blogspot.com/2018/09/privacy-policy.html,1000.0
com.domobile.applock,http://www.domobile.com,http://www.domobile.com/privacy.html,100000000.0
com.remind101,https://www.remind.com,https://remind.com/privacy-policy,10000000.0
com.Slack,http://slack.com,https://slack.com/privacy-policy,10000000.0
com.roshi.name3Dtext.texteditor,,https://goraapps.wordpress.com,500000.0
com.mationmedia.skateboardgame,http://www.polyestergames.com,http://www.polyestergames.com/privicy-policy,10000000.0
com.nullapp.piano,http://www.nullapp.com,http://nullapp.com/privacy.html,5000000.0
com.asus.aicam,http://www.asus.com,http://www.asus.com,100000.0
com.andromo.dev515334.app499811,,,5000.0
se.maginteractive.wordbrain,http://wordbrain.maginteractive.com,http://cdn.maginteractive.com/privacy/MAG_Privacy.html,10000000.0
hr.mireo.arthur,http://www.geniusmaps.com,http://www.mireo.hr/en/privacy-policy,100000.0
com.bigcodegames.cookiecraze,http://www.bigcodegames.com,http://bigcodegames.com/privacypolicy.html,100000.0
com.andromo.dev137436.app235587,,http://hexe.he-internet.de/android/privacy.html,1000.0
fm.castbox.audiobook.radio.podcast,http://castbox.fm,https://castbox.fm/policy.html,5000000.0
